RPTID	OPID	NAME	ACCITY	ACCOUNTY	ACSTATE	ACZIP	MPOST	SURVY	CLASS	SHORE	OFFAREA	BNUMB	OFFST	OCS	IFED	ITYPE	RUPLN	FAT	INJ	PRPTY	OPJUD	STHH	STMN	TELRT	INPRS	MXPRS	MPEST	TEST	DTHH	IDATE	CAUSE	PRTLK	PRTFL	PRTFO	MLKD	MLKDO	PRTSY	PRTSO	PRTYR	NMDIA	THK	SPEC	SMYS	SEAM	VALVE	MANU	MANYR	LOCLK	LOCLO	TELRN	TELID	DOR	LOC	ADESC	DESCO	CAUCR	CAUCO	COAT	PROT	CPYR	CAULK	DMGO	NOTIF	NOTDT	MARK	MRKTP	STAT	CAULC	CAULO	CTEST	TESTD	MED	MEDO	TMPS	LKPS	PNAME	PHONE	NARRATIVE
19990108	13710	NORTHERN ILLINOIS GAS CO	ANCONA	LIVINGSTON	IL	61364			2	No				Null	No	RUPTURE	10	0	0	1800000	Null	0	20	19990613	980	1440	BY TEST	2160	155	19990613	CORROSION	GATHERING SYSTEM	BODY OF PIPE		STEEL		OTHER	DRIP	1973	12	0.38	API 5LX  X60	41	ELECTRIC WELDED		REPUBLIC STEEL	1972	UNDER GROUND		487294	626673		INTERNALLY	LOCALIZED PITTING		OTHER	SEE #6	COATED	Yes	1973			Null		Null		Null			Null				0	0	GEORGE WALDVOGEL	6309838676	"AT THE ANCONA STATION, A 12"" NATURAL GAS DRIP RUPTURED AND IGNITED RESULTING IN PROPERTY DAMAGE TO THE STATION FACILITIES.  THE DRIP IS USED TO COLLECT LIQUIDS FROM THE GATHERING SYSTEM.  PRELIMINARY INVESTIGATION SHOWS INTERNAL CORROSION AS THE CAUSE OF THE FAILURE."
19990116	13120	NATURAL GAS PIPELINE CO OF AMERICA	BECKVILLE	PANOLA	TX	75633	424	22327+85	1	No				Null	No	RUPTURE	35	0	0	361000	Null	2	0	19990710	829	858	BY TEST	1150	2109	19990710	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1983	30	0.31	5LX	60000	DSAW		A O SMITH	1961	UNDER GROUND		490844		19990723	INTERNALLY	LOCALIZED PITTING		OTHER	BACTERIAL	COATED	Yes	1961			Null		Null		Null			Null				0	0	STEPHEN C COFFMAN	3039147808	INTERNAL CORROSION OF THE CARRIER PIPE
19990125	2616	COLUMBIA GAS TRANSMISSION CORP		BROOKE	WV	26070-    			1	No			WV	Null	No	OTHER		0	0	80000	Null	1	43	19990718	240	76	BY TEST	114	1117	19990718	OTHER	TRANSMISSION SYSTEM	VALVE		OTHER	PACKING OR GASKET	REGULATOR/METERING SYSTEM		1983	4		ANSI 300	0		PLUG	NORDSTROM		ABOVE GROUND		491766	631855	19990809							Null	0			Null		Null		Null			Null				0	0	JOHN S ZURCHER	3043572669	
19990136	18594	"SPUR, CITY OF"		KENT	TX		BETWEEN ODORIZER & VALVE 		1	No				Null	No	LEAK		0	0	0	Null	0	45	19990826	100	150			445	19990826	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE			4	0.122		0	WELD	GATE	UNKNOWN	1966	UNDER GROUND				19990908							Null	0	OUTSIDE/THIRD PARTY		No		Yes	MARKER	Yes			Null				0	0	JOSH FLUD	8062713316	STATE CONTRACTOR WAS WIDENING ROAD AND CUTTING A BAR DITCH AND HIT LINE WITH THE CATERPILLAR.
19990137	2616	COLUMBIA GAS TRANSMISSION CORP		MARSHALL	WV	 2 6033		107+66	1	No			WV	Null	No	RUPTURE	43	0	0	71000	Null	0	39	19990823	742	860	BY CFR 192.619(a)(3)		755	19990823	CORROSION	TRANSMISSION SYSTEM	WELD		STEEL		PIPELINE			16	0.25	API 5LX	46000	ERW	PLUG	REPUBLIC STEEL	1960	UNDER GROUND		496023	638598	19990922	INTERNALLY	OTHER	SEAM	OTHER	SEAM	COATED	Yes	1963			Null		Null		Null			Null				0	0	STEVEN BURNLEY/JOHN S ZURCHER	3043572669	"ON 8/23/99 16"" STORAGE LINE 29104 RUPTURED, WITH AN ENSUING FIRE.  PRELIMINARY ASSESSMENT OF THE DAMAGE IS 5-7 ACRES OF FARMLAND BURNED, HEAT DAMAGE TO A GARAGE, ROOF DAMAGE TO A MOBILE HOME, AND DAMAGE TO A GRAVEL STATE ROAD (FISH RIDGE ROAD).  THERE WERE NO INJURIES."
19990138	19730	TRUNKLINE GAS CO	EDNA	JACKSON	TX	 7 7957	LINE NUMBER 100-1 MP 229.		1	No			TX	Null	No	OTHER		0	0	500000	Null	0	15	19990816	50	936	BY CFR 192.619(a)(3)		1350	19990814	OTHER	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1951	20	0.25	API 5L	52000	ELECTRIC WELD		KAISER	1951	UNDER GROUND		495259	637544	19990913							Null	0			Null		Null		Null			Null				0	0	ERIC J AMUNDSEN	7139897460	"THE PIPELINE FAILED IN A COMPRESSIVE MODE AS A RESULT OF THE PIPELINE HEATING AND EXPANDING APPROXIMATELY 30 INCHES.  THE HEATING WAS CAUSED BY THE PRESENCE OF IRON SULFIDE INSIDE THE PIPELINE AND A SUBSEQUENT EXOTHERMIC REACTION THAT RESULTED WHEN AIR WAS INTRODUCED DURING EVACUATION OF THE PIPELINE FOR MAINTENANCE WORK.  THE DISCOVERY THAT THE PIPELINE HAD FAILED IN THIS MODE WAS MADE AFTER THE MAINTENANCE WORK WAS COMPLETED AND DURING THE PURGING OPERATION WITH GAS AT APPROXIMATELY 50 PSIG.  THE PIPELINE WAS FOUND TO HAVE FAILED IN TWO LOCATIONS APPROXIMATELY 1,300 FEET APART."
19990139	6660	GREAT LAKES GAS TRANSMISSION CO	WAKEFIELD	GOGEBIC	MI	49968-    	MP 416.18/MLV 7-0-1	7	1	No				Null	No	LEAK		0	0	163000	Null	0	0	19990823	713	958	BY TEST	1976	630	19990816	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	FITTING	EXTRUDED TEE	STEEL		OTHER	MAIN LINE VALVE BLOWOFF	1968	12	0.638	ANSI B31.8	35000	NONE		UNKNOWN	1968	ABOVE GROUND		496056	638622	19990916							Null	0	EARTH MOVEMENT: OTHER	LIGHTNING STRIKE	Null		Null		Null			Null				0	0	ROBERT J CADORIN	3135964669	"A LIGHTNING STRIKE CAUSED THE MAIN LINE VALVE (WHICH IS NORMALLY CLOSED) TO CYCLE PARTIALLY OPEN.  THIS PARTIALLY OPEN CONDITION CAUSED VIBRATION IN THE MAIN LINE VALVE ASSEMBLY TO OCCUR.  THIS VIBRATION SUBSEQUENTLY CAUSED A CRACK TO DEVELOP IN THE HEAT-AFFECTED ZONE ADJACENT TO A 2-INCH GIRTH WELD ON A 12""X12"" EXTRUDED TEE FITTING SITUATED ON THE VALVE BLOWOFF.  THE PROPERTY DAMAGE ESTIMATE INCLUDES $154,423 FOR THE COST OF GAS BLOWN DOWN AND PURGED TO FACILITATE THE REPAIR."
19990151	22175	"DYNEGY MIDSTREAM SERVICES, L.P."	CRANE	CRANE	TX	 7 9731			1	No				Null	No	RUPTURE	4	0	0	0	Null	0	15	19990812	690	680	BY TEST	1200	1700	19990811	CORROSION	GATHERING SYSTEM	BODY OF PIPE		STEEL		PIPELINE			12	0.25	API 5LX  X52	0	ERW		U S STEEL		UNDER GROUND		494775		19990927	INTERNALLY	OTHER	INSIDE PITTING ON TOP	OTHER	ACID CORROSION	COATED	Yes	1997			Null		Null		Null			Null				0	0	TIM BOGGS	9155583996	"THERE WERE NO SIGNS OF OUTSIDE PIPELINE CORROSION OR DAMAGE OF ANY TYPE.  CORROSION COUPONS DO NOT INDICATE ANY PROBLEMS ASSOCIATED WITH THE CORROSION PROGRAM.  PIPELINE OPERATION WAS NORMAL, NO PRESSURE FLUCTUATIONS WERE NOTED AT THE TIME OF FAILURE.  ACCORDING TO THE METALLURGICAL INVESTIGATION, MILD ACIDIC.  CORROSION ATTACKED THE PIPE WALL FROM THE INSIDE THINNING THE WALLS OF THE PIPE AT THE 12 OCLOCK POSITION."
19990152	31129	BASIN EXPLORATION INC			LA				0	Yes	WC	WC 45	LA	Null	No	LEAK		0	0	0	Null	0	15	19990923	1440		BY CFR 192.619(a)(3)		1355	19990923	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1958	16			0			TRANSCONTINENTAL GAS PIPELINE 		UNDER WATER				19990927							Null	0			Null		Null		Null			Null				0	0	"K W PRICHETT, PROJECT MANAGER"	2815783388	
19990153	12462	MID LOUISIANA GAS CO	VENICE	PLAQUEMINES	LA			21+20	1	No				Null	No	LEAK		0	0	100000	Null	1	0	19990815	900	1320	BY TEST	1716	2445	19990815	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE			6	0.188	API 5LX	42000			J&L	1975	UNDER WATER		495123		19990921							Null	0	OUTSIDE/THIRD PARTY		Yes	19990809	Yes	SIGNS ON POST	Yes			Null				0	0	GARY GILBERT	3186654426	DRAGLINE CAUGHT PIPE WITH ONE TOOTH OF BUCKET.
19990158	4280	EL PASO NATURAL GAS CO	EL PASO	HUDSPETH	TX		HUECO COMPRESSOR STA		1	No				Null	No	OTHER		0	3	50000	Null	0	3	19990902	0	809	BY CFR 192.619(a)(3)		1630	19990901	OTHER	TRANSMISSION SYSTEM	NO DATA		STEEL		PIPELINE						0					ABOVE GROUND		497288	639876	19991001							Null	0			Null		Null		Null			Null				0	0	"GILBERT ARAGON, MANAGER"	9154962624	"AT APPROXIMATELY 4:30 PM, SEPT 1, 1999 THREE EL PASO NATURAL GAS EMPLOYEES RECEIVED SECOND DEGREE BURNS TO THEIR FACES AND WRISTS WHEN A FLASH FIRE OCCURRED AFTER PLACING A BLIND FLANGE BACK ON A 6-INCH BLOWOFF.  A 12-INCH BYPASS BEING INSTALLED WHEN GAS WAS IGNITED WHEN WELDING A PUP TO LEVEL A 2-INCH VALVE OPERATOR TO VALVE 20 1/2.  THE EMPLOYEES WERE TREATED ON SITE AND RUSHED TO THE HOSPITAL WHERE THEY STAYED OVERNIGHT."
19990159	4280	EL PASO NATURAL GAS CO	TUCSON	GREENLEE	AZ		MP 17+4191 LINE 2007	ES 938 + 11.2	3	No				Null	No	RUPTURE		0	0	50000	Null	1	45	19990913	640	650	BY CFR 192.619(a)(3)		930	19990913	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1955	6.625	0.1875		0	ERW		REPUBLIC	1943	UNDER GROUND		498554	640761	19991001							Null	0	OUTSIDE/THIRD PARTY		No		Yes	PIPELINE METAL SIGNS	Yes			Null				0	0	"GILBERT ARAGON, MANAGER"	9154962624	"AT 9:30 AM A FARMER PLOWING A FIELD HIT AND PUNCTURED THE 6 5/8 INCH PIPELINE BETWEEN VALVE 2 AND VALVE 3.  BOTH VALVES WERE SHUT-IN TO ISOLATE THE SEGMENT.  HIGHWAY 75 FROM MILE MARKERS 395 TO 400 WAS CLOSED AND THE NEARBY VALLEY VIEW TRAILER PARK WAS EVACUATED.  AT 11:15 AM, THE LINE WAS BLOWN DOWN AND THE AREA MADE SAFE.  THE HIGHWAY WAS THEN REOPENED AND THE RESIDENTS WERE LET BACK INTO THEIR HOMES BY 11:30."
19990160	4280	EL PASO NATURAL GAS CO	GALLUP	SAN JUAN	NM		MP 37.7 LINE 1201		1	No				Null	No	RUPTURE	25	0	0	174800	Null	2	30	19990912	775	845	BY TEST	1560	1938	19990912	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1954	24	0.281		60000	EFW		UNKNOWN		UNDER GROUND		498467	640713	19991001							Null	0			Null		Null		Null	MATERIAL		Yes	19810225	WATER		8	1560	"GILBERT ARAGON, MANAGER"	9154962624	"ON SEPT 12, 1999, GAS CONTROL RECEIVED A CALL AT 8:05 PM FROM THE SHIPROCK POLICE ABOUT A RUPTURE ON OUR PIPELINE. EPNG PERSONNEL RESPONDED TO THE CALL AND ISOLATED THE SEGMENT BEWTEEN VALVES 2 1/2 AND VALV3 3. REPAIR CREWS WERE ON SITE THE NEXT MORNING AND REPLACED THE SEGMENT WITH 2 JOINTS OF PIPE. THE LINE WAS BACK IN SERVICE BY THE EVENING OF SEPT. 13. NRC # 498467"
19990165	13750	NORTHERN NATURAL GAS CO (ENRON)			TX				0	Yes	MUSTANG ISLAND	758	TX	Yes	No	LEAK		0	0	150000	Null	0	0	19990908	940	1440	BY TEST	2237	1215	19990908	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	OTHER	THREADED	STEEL		PIPELINE		1981	2	0.344		0					UNDER WATER		497979		19991015							Null	0	OUTSIDE/THIRD PARTY		No		No		No			Null				0	0	MERLIN MOSEMAN	7136467344	"A 2"" THREADED PIPE NIPPLE AND VALVE THAT WAS ATTACHED TO A 12"" PIPELINE TEE AND FLANGE WAS CAUGHT BY A FISHING NET.  THE PIPE NIPPLE WAS BENT SLIGHTLY AT ITS THREADED CONNECTION, RESULTING IN A SMALL LEAK."
19990171	19270	WILLIAMS GAS PIPELINE - TEXAS GAS 	KENTON	OBION	TN	38233-    	"26"" MLS-2, MP 346+5181"		1	No				Null	No	RUPTURE	29	0	0	312750	Null	1	0	19990923	815	840	BY CFR 192.619(a)(3)	1166	100	19990923	OTHER	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1952	26	0.281	API 5L	52000	FLASHWELD		A O SMITH	1952	NO DATA		499904	642420	19991025							Null	0			Null		Null		Null			Null				0	0	"SHEILA DUNBAR, STAFF PIPELINE"	2706886962	"ON THURSDAY, SEPTEMBER 23, 1999, AT 1:00 A.M. CENTRAL STANDARD TIME.  WILLIAMS GAS PIPELINE-TEXAS GAS SUSTAINED AN IN-SERVICE FAILURE ON ITS 26"" MAINLINE SYSTEM.  NO. 2 PIPELINE IN OBION COUNTY, TENNESSEE.  THE LOCATION OF THE INCIDENT WAS MILEPOST 346+5181, WHICH IS APPROXIMATELY 2.75 MILES NORTHEAST OF THE CITY OF KENTON, TENNESSEE, AND APPROXIMATELY ONE MILE DOWNSTREAM OF TEXAS GAS KENTON, TN, COMPRESSOR STATION.  THERE WERE NO INJURIES OR FATALITIES RESULTING FROM THIS INCIDENT.  THERE WERE NO SERVICE INTERUPTIONS AS A RESULT OF THE FAILURE.  TEXAS GAS STAFF METALLURGIST HAS DETERMINED THE FAILURE WAS INITIATED BY A STRESS CORROSION CRACK THAT EXTENDED 5 5/8"" ALONG THE LONGITUDINAL AXIS OF THE PIPE.  THE FAILURE RESULTED IN A 29-FOOT LENGTH OF PIPE BEING SEPARATED FROM THE CONTIGOUS PIPELINE SYSTEM.  THE PIPELINE SYSTEM HAS BEEN UNDER CATHODIC PROTECTION SINCE ITS CONSTRUCTION IN 1952.  THE LINE HAD BEEN HYDROSTATICALLY TESTED IN 1964 AND 1985.  PROPERTY DAMAGE WAS CONFINED TO TEXAS GAS FACILITIES.  THE INCIDENT OCCURRED IN A FIELD DEDICATED TO CROP FARMING WHERE THERE WERE NO DWELLINGS WITHIN THE PIPELINE CORRIDOR.  ESTIMATED COST OF REPAIR AND GAS LOSS ARE DEFINED AS FOLLOWS: GAS LOSS: $305,000, MATERIAL $4,000, LABOR $3,000, EQUIPMENT $750, X-RAY $600, TOTAL COST OF DAMAGE AND REPAIR - 312,750.  AFTER THE IN-SERVICE FAILURE DESCRIBED ABOVE, COMPANY PERSONNEL HYDROSTATICALLY RETESTED TWO BLOCK VALVE SECTIONS (APPROX. 20 MILES) OF THE LINE PIPE DOWNSTREAM OF THE KENTON COMPRESSOR STATION.  ONE TEST FAILURE OCCURRED WHICH WAS ATTRIBUTED TO STRESS CORROSION CRACKING.  THE ENTIRE 20-MILE SEGMENT WAS SUCCESSFULLY RETESTED TO 100% SPECIFIED MINIMUM YIELD STRENGTH BY OCTOBER 18, 1999.  PERMANENT REPAIRS AT THE SITE OF THE SERVICE FAILURE CONSISTED OF REPLACEMENT OF APPROXIMATELY 80 OF LINE PIPE.  POST-TEST CLEAN-UP ACTIVITIES ARE UNDERWAY.  IT IS ANTICIPATED THE LINE WILL BE RETURNED TO SERVICE WITHIN A WEEK."
19990172	18152	SEA ROBIN PIPELINE CO			LA				0	Yes	EAST CAMERON BLK	267	LA	Yes	No	LEAK		0	0	200000	Null	1	15	19990925	1090	1815	BY CFR 192.619(a)(3)	1997	1415	19990925	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1972	20	0.438	API 5LX	60000	SUBMERGED ARC		UNITED STATES STEEL	1971	UNDER WATER				19991020	INTERNALLY	LOCALIZED PITTING		OTHER	OPERATED AS A WET SYSTEM	COATED	Yes	1972			Null		Null		Null			Null				0	0	"CHRIS BRADBERRY, TRANSMISSION SUPERVISOR"	3189375007	A PINHOLE LEAK WAS DETECTED VISUALLY AS BUBBLES ON THE WATER SURFACE.  ISOLATION VALVES WERE CLOSED TO INACTIVATE THE PIPELINE.  A REPAIR CLAMP WAS INSTALLED WAS COST OF REPAIRS ONLY.
19990173	18536	SOUTHWEST GAS CORP	LAS VEGAS	CLARK	NV		SUNSET RD WEST OF DURANGO		1	No			NV	Null	No	OTHER		0	0	182100	Null	0	50	19991005	200	300	BY CFR 192.619(a)(3)		856	19991005	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1958	8.625	0.188	API5L-B	35000	ERW		REPUBLIC STEEL	1955	UNDER GROUND		501339	644757	19991028							Null	0	OUTSIDE/THIRD PARTY		Yes	19990927	Yes	PERMANENT MARKERS	Yes			Null				0	0	"PAUL JOHNSON, ENGINEERING SUPERVISOR"	7023652102	"WHILE AN OPERATOR WITH ACME ELECTRIC WAS OPERATING A FRONT END LOADER, HE STRUCK AND DAMAGED AN 8"" STEEL PSIG GAS MAIN.  THE CONTRACTOR DID HAVE A CURRENT USA (ONE CALL) TICKET BUT WAS WORKING OUTSIDE OF THE SPECIFIED AREA.  THE GAS MAIN LOCATE WAS CORRECT AND PERMANENT LINE MARKERS WERE VISIBLE.  THERE WAS NO IGNITION OF GAS OR INJURIES AS A RESULT OF THE INCIDENT.  A TOTAL OF 128,891 THERMS OF GAS LOST.  THERE WERE 62 CUSTOMER OUTAGES INCLUDING THE JAMES HARDIE GYPSUM PLANT DUE TO THE DAMAGE.  THE JAMES HARDIE GYPSUM PLANT IS MAKING AN ALLEGED LOSS OF PRODUCTION CLAIN OF $141,130."
19990174	12690	MONTANA POWER CO	BOULDER	JEFFERSON	MT		VALVE #6 @ MP 26.6	1404+76.5	1	No				Null	No	RUPTURE	1	0	0	114000	Null	1	12	19990920	385	500	BY CFR 192.619(a)(3)		1015	19990920	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		REGULATOR/METERING SYSTEM		1962	4	0.156	API 5L  B	35000	ERW		NATIONAL TUBE	1961	ABOVE GROUND		499423	642144	19991027							Null	0	OUTSIDE/THIRD PARTY		No		Yes	PAINTED FENCE POST	Yes			Null				0	0	"JAY WATERMAN, MANAGER TRANS ENGINEERING"	4064972441	"A SEMI TRACTOR TRAILER RIG ROLLED FROM A TRUCK STOP DOWN AN EMBANKMENT AND INTO THE CITY GATE STATION AT MP 26.6 ON THE MPC 4"" EAST HELENA-BOULDER NATURAL GAS TRANSMISSION LINE.  THE IMPACT DESTROYED THE GATE STATION BUILDING AND BROKE PIPING INSIDE THE YARD.  HIGH PRESSURE GAS BLEW BUT DID NOT IGNITE.  THE TOWN OF BOULDER (500 CUSTOMERS) WAS RENDERED OUT OF GAS AND HAD TO BE RELIT.  NO INJURIES OCCURRED."
19990179	2529	COASTAL OIL & GAS CORP (SUBSIDIARY OF ANR PROD CO)			TX		"X=3,788,174.10"	"Y=100,632.56"	0	Yes			TX	Null	No	LEAK		0	0	74287	Null	0	0	19991016	980	1440	BY TEST	2290	1345	19991016	OTHER	GATHERING SYSTEM	FITTING		STEEL		PIPELINE		1999	12	0.562	API 5LX	35000					UNDER WATER		505595		19991116							Null	0			Null		Null		Null			Null				0	0	JOHN P LUCIDO	3134967115	FITTING WAS NOT PROPERLY TIGHTENED AT THE NEW PIPELINE TIE-IN
19990190	994	WILLIAM FIELD SERVICES	JOHNSON BAYOU	CAMERON	LA	70631-    	14.2	233+14	1	No			LA	Null	No	LEAK		0	0	250000	Null	9	0	19991027	870	1440	BY TEST	1855	1715	19991027	CORROSION	GATHERING SYSTEM	WELD		STEEL		PIPELINE		1977	24	0.406	API 5L	60000	SEAMLESS		NATIONAL TUBE	1977	OTHER	MARSH AREA	503884	646935	19991130	INTERNALLY	LOCALIZED PITTING		OTHER	BACTERIAL	COATED	Yes	1977			Null		Null		Null			Null				0	0	CHRIS MASON	7132153022	LEAK WAS CAUSED BY INTERNAL BACTERIAL CORROSION AT THE 5:30 POSITION.
19990191	994	WILLIAM FIELD SERVICES			TX		24.23		0	Yes	MATAGORDA	669B	TX	Null	Null	LEAK		0	0	60000	Null	0	0	19991101	850	1250	BY TEST	3269	1730	19991026	CONSTRUCTION/MATERIAL DEFECT	GATHERING SYSTEM	VALVE		STEEL		PIPELINE		1985				0		ANSI 900 BELL VALVE	GROVE	1985	UNDER WATER				19991130							Null	0			Null		Null		Null	MATERIAL	THREADS ON VALVE BODY BLEED SCREW FAILED	Yes		WATER		8	3269	CHRIS MASON	7132153022	"A 12"" VALVE BODY BLEED ORIFICE HAD BEGUN TO LEAK AS A RESULT OF FLATTENED THREADS ON THE ORIFICE SCREW.  THE AFFECTED VALVE WAS 12"" TAP VALVE.  THE VALVE BODY ORIFICE THREADS WERE RE-DRILLED TO ACCEPT A LARGER 3/4"" SCREW TO SECURE THE ORIFICE FROM LEAKING."
19990195	26330	ENOGEX INC  (EX. MUSTANG FUEL CORP)		BRYAN	OK		BENNINGTON COMPRESSOR STA		1	No				Null	No	OTHER		0	0	73000	Null	0	15	19991104	940	1000	BY TEST	1700	700	19991103	OTHER	TRANSMISSION SYSTEM	VALVE		STEEL		COMPRESSOR STATION		1997				0		ANSI	ROCKWELL/BETTIS	1996	ABOVE GROUND				19991206							Null	0			Null		Null		Null			Null				0	0	ERIC R SPERLING	4055257788	"DIAPHRAM RUPTURE DUE TO WEATHER FATIGUE CAUSED DUMP VALVE FAILURE ON ESD VENT VALVE, CAUSING ESD VENT TO OPEN AND RELEASE GAS."
19990196	1541	"BP EXPLORATION ( ALASKA), INC"	NORTH SLOPE		AK		479+96.6		1	No				Null	No	LEAK		0	0	100000	Null	0	30	19991115	1200	3440	BY TEST	4300	1950	19991113	OTHER	TRANSMISSION SYSTEM	WELD		STEEL		PIPELINE		1998	6	0.375	API 5L	65000	SEAMLESS		NIPPON STEEL	1997	ABOVE GROUND				19991202							Null	0			Null		Null		Null	CONSTRUCTION	CRACK IN GIRTH WELD - CAUSE UNKNOWN AT THIS TIME	Yes	19980713	WATER		8	4300	"LES OWEN, TECHNICAL & REGULATORY"	9075645586	"CRACK IN A GIRTH WELD. A FAILURE ANALYSIS WILL BE PERFORMED ON WELD TO DETERMINE CAUSE. SUPPLEMENTAL INFO:WIND INDUCED VIBRATION OF THE ELEVATED PIPELINE CREATED HIG CYCLIC STRESSES CAUSING A FATIGUE FAILURE OF A GIRTH WELD.  THE WIND INDUCED VIBRATION WAS OF THE SECOND MODE, ONE THOUGHT TO EXIST BUT HAD NEVER BEEN WITNESSED ON NORTH SLOPE ALASKA PIPELINES.  A COPY OF THE COMPLETE FAILURE ANALYSIS HAS BEEN ENCLOSED."
19990197	630	ARKANSAS WESTERN GAS CO	FARMINGTON	WASHINGTON	AR	72730-    			2	No				Null	No	LEAK		0	0	90000	Null	0	30	19991117	250	720	BY TEST	1080	815	19991117	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1964	4	0.156	API-5L GRADE	30000	ERW				UNDER GROUND		506063	648879	19991207							Null	0	OUTSIDE/THIRD PARTY		No		Yes	SIGNS	Yes			Null				0	0	"JOHN R KEHN, JR"	5015215400	"A THIRD PARTY CONTRACTOR WAS CUTTING IN A NEW SUBDIVISION STREET WITH A LARGE EARTH MOVER WHEN IT SEVERED A 4 1/2"" STEEL TRANSMISSION LINE.  THE GAS IGNITED SEVERELY DAMAGING THE EARTH MOVER."
19990200	13750	NORTHERN NATURAL GAS CO (ENRON)	OELWEIN	FAYETTE	IA	50662-	18.00		1	No				Null	No	RUPTURE	6	1	1	145184	Null	0	20	19991111	700	960	BY CFR 192.619(a)(3)		1825	19991111	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1961	10	0.203	API 5LX	52000					UNDER GROUND		505495	648512	19991214							Null	0	OUTSIDE/THIRD PARTY		Yes	19991108	No		Null			Null				0	0	"PATRICK L VAUGHAN SR, PROJECT ENGINEER"	7136467346	TILLING CONTRACTOR CHANGED PLANS WITHOUT SUBMITTING NEW LOCATE REQUEST OR NOTIFYING NNG.  CONTRACTOR HIT LINE WITH TILLING PLOW.
19990201	14210	OKLAHOMA NATURAL GAS CO	TALIHINA	LE FLORE	OK	 7 4575			3	No				Null	No	OTHER		0	1	0	Null	3	55	19991111	830	960	BY TEST	1880	1005	19991111	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1973	8	0.188	API56-X42	42000	EW				UNDER GROUND		505500	648516	19991215							Null	0	OUTSIDE/THIRD PARTY		No		Yes		Yes			Null				0	0	"LINDSAY BARNES, ENGINEER I"	9188318389	LANDOWNER/DEVELOPER CUT THE LINE WHILE EXCAVATING.  THE OPERATOR BROKE HIS LEG BY JUMPING OFF THE DOZER AND WAS SUBSEQUENTLY HOSPITALIZED.
19990205	15007	PACIFIC GAS & ELECTRIC CO		COLUSA	CA	95932-    	MP 10.94		1	No				Null	No	LEAK		0	0	103000	Null	1	27	19991201	676	800	BY CFR 192.619(a)(3)		1406	19991111	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1955	12	0.219	API 5L GR X-42	42000	ERW				UNDER GROUND		507411		19991222							Null	0	OUTSIDE/THIRD PARTY		No		Yes		Yes			Null				0	0	SHAN BHATTACHARYA	4159736998	"OUR INVESTIGATION DISCLOSED THAT APPROXIMATELY 1406 HOURS ON NOVEMBER 11, 1999, A RECLAMATION DISTRICT NUMBER 1004 EQUIPMENT OPERATOR HIT A 12-INCH STEEL NATURAL GAS TRANSMISSION PIPELINE NEAR THE INTERSECTION OF GRIDLEY AND BUTLER ROAD, ALLOWING GAS TO ESCAPE.  THERE WAS NO REQUEST TO LOCATE AND MARK OUR FACILITIES. WE WERE NOTIFIED OF THIS INCIDENT AT 1415 HOURS BY THE COLUSA COUNTY SHERIFFS DEPARTMENT AND IMMEDIATELY DISPATCHED PERSONNEL TO THE SCENE.  COMPANY PERSONNEL ARRIVED ON THE SCENE AT 1515 HOURS.  THE FLOW OF GAS WAS CONTROLLED AT 1533 HOURS BY CLOSING VALVES.  PERMANANET REPAIRS WERE COMPLETED AT 2010 HOURS ON NOVEMBER 13, 1999.  THERE WAS NO INTERRUPTION OF SERVICE TO CUSTOMERS.  THERE WERE NO INJURIES OR FATALITIES AS A RESULT OF THIS INCIDENT.  DAMAGE TO COMPANY PROPERTY IS ESTIMATED TO BE $103,000; THERE WAS NO THIRD PARTY PROPERTY DAMAGE."
