RPTID	YR	NAME	OPID	STADD	CITY	COUNT	ST	ZIP	HSTAD	HCITY	HCNTY	HST	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19981128	1998	SUBURBAN FUEL GAS INC	18680	274 E FRONT ST	CYGNET	WOOD	OH	43413						OH	20	91	70	54	124	0	0	0	0	0	359	0	0	2761	1154	2337	0	0	0	0	0	6252	0	65	43	126	1	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	61	3	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	104	129	1	0	359	25	0	77	3820	18	0	0	3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1785	549	2	0	0	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1862	4369	20	0	0	6251	5	0	5	15	0	6	0	1	0	0	0	0	6	0	1.45		AARON ROLL - DIRECTOR FIELD OPERATIONS	4196552345	6/4/1999		
19981129	1998	"WALDEN, TOWN OF"	30839	513 HARRISON	WALDEN	JACKSON	CO	80480						CO	0	0	0	34	9	0	0	0	0	0	43	0	0	0	524	45	0	0	0	0	0	569	0	14	20	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	20	0	0	0	43	70	0	499	24	1	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	26	1	0	0	569	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2.28		JIM MCALLISTER - MGR	9707234662	6/4/1999		
19981130	1998	"WALDEN, TOWN OF"	30839	513 HARRISON	WALDEN	JACKSON	CO	80480						WY	0	0	0	0	21	0	0	0	0	0	21	0	0	0	0	240	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	1	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	1	0	0	0	240	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.25		JIM MCALLISTER MGR	9707234662	6/4/1999		
19981131	1998	"DUPO GAS SYSTEM, VILLAGE OF"	3630	100 N. SECOND ST.	DUPO	ST CLAIR	IL	62239						IL	0	0	0	12	7	0	0	0	0	0	19	0	0	0	965	326	0	0	10	0	0	1301	0	6	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	19	75	0	945	20	0	0	0	965	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	3	2	1	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	23	2	1	0	1301	0	6	0	2	0	0	0	3	0	0	0	7	2	0	2		LOREN C. KOLDITZ VILLAGE GAS ENGINEER	6184752544	6/4/1999		
19981132	1998	WATERLOO MUNICIPAL GAS SYSTEM	22217	100 W FOURTH ST	WATERLOO	MONROE	IL	62298						IL	0	0	0	12	35	0	0	0	0	0	47	0	0	0	545	1118	0	0	863	0	0	2526	0	5	6	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	20	1	0	0	47	75	0	537	8	0	0	0	545	0	0	0	0	0	0	0	0	855	8	0	0	0	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1116	2	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	18	0	0	0	2526	0	0	3	0	0	0	0	0	0	0	0	30	0	0	1		LOREN C. KOLDITZ - CITY GAS ENGINER	6184752544	6/4/1999		
19981133	1998	"NASHVILLE, CITY OF"	13030	190 N EAST COURT STREET	NASHVILLE	WASHINGTON	IL	62263						IL	0	0	0	29	0	0	0	0	0	0	29	0	0	0	958	0	0	0	499	0	0	1457	0	14	9	6	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	6	0	0	29	75	0	928	28	2	0	0	958	0	0	0	0	0	0	0	0	489	10	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	38	2	0	0	1457	0	6	0	1	0	0	2	1	2	0	0	42	0	0	2		LOREN KOLDITZ - CITY GAS ENGINEER	6184752544	6/4/1999		
19981134	1998	"CARROLLTON GAS DISTRICT SYSTEM, CITY OF"	2116	225 6TH STREET	CARROLLTON	CARROLL	KY	41008						KY	0	9	50	39	0	0	0	0	0	0	98	0	94	249	2062	0	0	0	0	0	0	2405	0	7	7	20	16	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	5	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	17	25	16	0	89	60	0	323	15	2	3	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008	54	0	0	0	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2331	69	2	3	0	2405	2	2	3	16	1	2	2	1	0	33	1	75	0	0	0		ROBERT ADAMS	5027327055	6/4/1999		
19981135	1998	PUBLIC SERVICE ELECTRIC & GAS CO	15952	80 PARK PLAZA M/C - T25	NEWARK	ESSEX	NJ	7101	80 PARK PLAZA M/C - T25	NEWARK	ESSEX	NJ	7101	NJ	665	624	0	4823	5267	4815	0	0	0	0	16194	41608	0	1166	527700	548714	32	0	34107	0	0	1153327	0	2220	1602	1479	1602	198	6112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2143	1763	500	409	4815	0	0	0	0	0	0	0	0	3060	1419	754	34	0	5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5280	5164	3996	1147	607	16194	71	0	565052	0	5030	392	0	570474	0	0	0	0	0	0	0	0	34107	0	0	0	0	34107	0	0	0	8	24	0	32	0	0	0	0	0	0	0	0	511249	33902	3319	233	11	548714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110408	33902	8357	649	11	1153327	1444	2395	288	755	284	31	88	67	110	51	3445	890	2836	0	0.5		"BARBARA J ALTENBURG, P.E."	9734306425	6/4/1999	8/30/1999	
19981136	1998	OWATONNA PUBLIC UTILITIES	14410	208 S. WALNUT AVE  P.O. BOX 800	OWATONNA	STEELE	MN	55060						MN	0	0	0	70	87	0	0	0	0	0	157	0	0	15	2202	6175	0	0	0	0	0	8392	0	8	46	10	6	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	28	7	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	74	17	6	0	157	75	0	1905	301	10	0	1	2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6145	24	6	0	0	6175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8050	325	16	0	1	8392	2	0	7	12	0	0	0	2	1	0	3	1	0	0	2.3		DOUGLAS R BENDORF	5074512839	6/4/1999		
19981137	1998	WESTFIELD GAS & ELECTRIC LIGHT DEPT	22511	40 TURNPIKE INDUSTRIAL ROAD	WESTFIELD	HAMPDEN	MA	1085	"100 ELM ST., P.O. BOX 990"	WESTFIELD		MA	1086	MA	0	0	0	48	62	66	2	0	0	0	178	2564	0	0	529	3232	3	0	0	0	0	6328	0	3	33	12	0	0	48	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	31	32	3	0	66	0	0	0	0	0	0	0	0	32	25	5	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	89	51	3	0	178	73	0	100	2970	22	1	0	3093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	2224	870	125	13	0	3232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2324	3840	149	15	0	6328	3	5	0	0	1	3	0	1	0	0	10	10	33	0	0		AARON BEAN/JANE BRZYS	4135720114	6/4/1999		
19981138	1998	"WICHITA GAS PRODUCERS, LLC"	31206	425 S MAIN ST STE 201	ANN ARBOR	WASHTENAW	MI	48104						KS	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DOUGLAS NIELSEN	7275882655	6/4/1999		
19981139	1998	"IOTA GAS DEPT, TOWN OF"	8230	116 DUSON AVE	IOTA	ACADIA	LA	70543	P.O. BOX 890	IOTA	ACADIA	LA	70543	LA	0	0	0	20	6	0	0	0	0	0	26	0	0	0	556	62	0	0	0	0	0	618	0	10	10	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	10	0	0	0	26	47	0	556	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	57	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	618	0	0	0	0	0	0	0	1	0	12	0	0	0	0	1		DOUG KIDDER  SUPERINTENDENT	3187792597	6/4/1999		
19981141	1998	"LONG BEACH GAS DEPT, CITY OF"	11712	2400 E. SPRING STREET	LONG BEACH	LOS ANGELES	CA	90806						CA	0	0	0	891	22	0	0	0	0	0	913	0	0	0	73785	16494	0	0	0	0	0	90279	0	222	493	87	45	44	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	493	87	45	44	913	70	0	61029	12582	161	13	0	73785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15241	1253	0	0	0	16494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76270	13835	161	13	0	90279	11	86	3	55	0	3	0	0	0	3	15	189	65	0	0		DALE HOLDMANN	5625702030	6/4/1999		
19981142	1998	LAKESIDE GAS CO	11172	P.O. BOX 965	OXFORD	BUTLER	OH	45056						OH	1	0	0	0	2	0	0	0	0	0	3	40	0	0	0	95	0	0	0	0	0	135	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	60	0	0	40	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8		BRIAN ROHRBACHER - DIR. OF COMPLIANCE	5135232555	6/4/1999		
19981143	1998	FULTON GAS SYSTEM	5680	200 NOLAN AVE	FULTON	FULTON	KY	42041						KY	0	0	0	31	7	3	0	0	0	0	41	0	0	0	879	224	92	0	0	0	0	1195	0	25	6	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	3	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	3	0	0	41	75	0	870	9	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	92	0	0	0	0	0	0	0	0	244	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	9	0	0	0	1195	3	8	0	2	0	1	0	1	0	1	0	0	0	0	0.05		SUE PATTERSON	5024722434	6/4/1999		
19981144	1998	MAPLE GROVE ENTERPRISES	30770	BOX 665	RIMERSBURG	CLARION	PA	16248						PA	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2		R HEBER RADAKER  PRESIDENT	8144736418	6/4/1999		
19981146	1998	LOUISVILLE GAS & ELECTRIC CO	11824	220 W MAIN ST - PO BOX 32010	LOUISVILLE	JEFFERSON	KY	40232						KY	205	10	0	2447	793	228	0	0	0	0	3683	17147	0	0	119239	89343	32108	0	0	0	0	257837	0	914	985	587	100	77	2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	117	49	28	15	228	0	0	0	0	0	0	0	0	456	270	67	0	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	1372	703	128	92	3684	0	0	66660	67980	1566	180	0	136386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	31510	303	0	0	32108	0	0	0	0	0	0	0	0	83905	5355	80	3	0	89343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150860	104845	1949	183	0	257837	40	190	52	191	8	51	5	24	4	102	392	4249	4480	3	4.2		KAREN SCOTT	5026273012	6/4/1999		
19981147	1998	EAST KENTUCKY UTILITIES INC	14140	PO BOX 551	PRESTONSBURG	FLOYD	KY	41653						KY	0	0	0	0	34	0	0	0	0	0	34	0	0	0	0	1235	0	0	0	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	34	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	12	0	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	12	0	0	0	1235	0	0	6	2	0	0	0	0	0	0	0	0	0	0	6		DAVID D ALLEN	6068862431	6/4/1999		
19981148	1998	DELTA NATURAL GAS CO INC	3260	3617 LEXINGTON ROAD	WINCHESTER	CLARK	KY	40391						KY	94	0	0	167	994	0	0	0	0	0	1255	3237	0	0	7399	31343	0	0	116	0	0	42095	0	111	88	62	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794	184	16	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	272	78	0	0	1255	60	0	5436	5194	4	2	0	10636	0	0	0	0	0	0	0	0	116	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31236	98	9	0	0	31343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36788	5292	13	2	0	42095	300	144	157	232	3	9	18	19	6	6	23	29	371	0	1.5		JAMES NELSON	6067446171	6/4/1999		
19981149	1998	LAS VEGAS NATURAL GAS SYSTEM	11248	905 12TH ST. P.O. BOX 160	LAS VEGAS	SAN MIGUEL	NM	87701						NM	0	0	0	27	81	0	0	0	0	0	108	0	0	0	2826	1894	0	0	0	0	0	4720	0	12	8	5	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	6	0	67	8	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	17	5	2	0	108	25	0	2729	97	2	0	0	2828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878	16	0	0	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4607	113	2	0	0	4722	0	0	0	0	0	0	0	0	0	0	0	0	68	0	22		NINA GATTI	5054541401	6/4/1999		
19981150	1998	UNITED CITIES GAS CO	20211	810 CRESCENT CENTRE DRIVE SUITE 600	FRANKLIN	WILLIAMSON	TN	37067	810 CRESCENT CENTRE DR. SUITE 600	FRANKLIN	WILLIAMSON	TN	37067	MO	10	0	14	357	97	14	0	0	0	0	492	2000	0	0	1002	9841	0	0	2864	0	0	15707	0	155	74	121	74	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	9	0	1	0	0	0	0	1	0	76	20	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	99	125	31	0	487	90	1114	789	1096	0	3	0	3002	0	0	0	0	0	0	0	0	2859	5	0	0	0	2864	0	0	0	0	0	0	0	0	676	27	0	0	0	703	0	8708	426	4	0	0	9138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114	13032	1554	4	3	0	15707	16	71	9	42	2	0	1	4	2	7	4	8	46	0	2.74		DAN L LINDSEY P.E.	6157718300	6/4/1999	8/26/1999	
19981151	1998	PUBLIC GAS CO	15091	169 E REYNOLDS RD SUITE 204 BOX 24032	LEXINGTON	FAYETTE	KY	40524						KY	0	0	2	4	20	0	0	0	0	0	26	250	0	0	0	1061	0	0	0	0	0	1311	0	1	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	26	0	0	166	82	2	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	759	0	0	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	841	2	0	0	1311	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1		MARK G ENDERLE  CONTROLLER	6062458193	6/4/1999		
19981152	1998	FAIRFAX GAS & WATER SYSTEM	5020	150 E ELM	FAIRFAX	OSAGE	OK	74637						OK	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	1070	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		ARNOLD HANEY SUPT	9186425211	6/4/1999		
19981153	1998	"COCHRAN GAS SYSTEM, CITY OF"	2536	P.O. BOX 8	COCHRAN	BLECKLEY	GA	31014						GA	0	0	0	45	15	0	0	0	0	0	60	0	6	0	1550	1061	0	0	0	0	0	2617	0	21	10	14	10	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	10	14	0	0	60	100	0	1556	0	0	0	0	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	8	0	0	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2609	8	0	0	0	2617	44	0	0	4	0	0	0	0	2	0	0	0	0	0	4.8		VICTORIA A. WIDAWSKI	7709626688	6/4/1999	8/30/1999	
19981155	1998	WHEELER BASIN NATURAL GAS CO	31157	P O BOX 460	TRINITY	LAWRENCE	AL	35673	3960 COUNTY ROAD 434	MOULTON	LAWRENCE	AL	35650	AL	0	0	0	23	135	0	0	0	0	0	158	0	0	0	32	2514	0	0	0	0	0	2546	0	0	5	18	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	42	19	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	47	37	0	0	158	210	0	34	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2499	9	3	0	0	2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2533	9	4	0	0	2546	0	0	3	7	0	0	0	0	0	0	0	0	0	0	1		DAVID W LOVE  VICE PRESIDENT OF OPERATIONS	2569749023	6/4/1999		
19981156	1998	"DENISON GAS SYSTEMS, CITY OF"	3297	111 CENTRAL	DENISON	JACKSON	KS	66419						KS	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	163	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	16	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	163	0	0	1	1	0	0	0	0	0	0	0	0	0	0	9		MICHAEL G MCRORY	7859352272	6/4/1999		
19981157	1998	"WRENS NATURAL GAS SYSTEM, CITY OF"	22903	P O BOX 125	WRENS	JEFFERSON	GA	30833						GA	0	0	0	15	30	0	0	0	0	0	45	0	0	0	292	764	0	0	0	0	0	1056	0	3	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	12	0	0	45	100	0	292	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	94	0	670	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	0	0	0	0	1056	0	20	10	40	0	0	0	0	0	0	0	0	0	0	0		VICTORIA A WIDAWSKI	7709626688	6/4/1999		
